[17:23:38] [main/INFO] [LaunchWrapper]: Loading tweak class name net.minecraftforge.fml.common.launcher.FMLServerTweaker
[17:23:38] [main/INFO] [LaunchWrapper]: Using primary tweak class name net.minecraftforge.fml.common.launcher.FMLServerTweaker
[17:23:38] [main/INFO] [LaunchWrapper]: Calling tweak class net.minecraftforge.fml.common.launcher.FMLServerTweaker
[17:23:46] [Server thread/INFO] [FML]: MinecraftForge v14.23.2.2611 Initialized
[17:23:46] [Server thread/INFO] [FML]: Starts to replace vanilla recipe ingredients with ore ingredients.
[17:23:46] [Server thread/INFO] [FML]: Replaced 1036 ore ingredients
[17:23:47] [Server thread/DEBUG] [FML]: File C:\Users\Marvin\Documents\GitHub\MinecraftServer_Forge\config\injectedDependencies.json not found. No dependencies injected
[17:23:47] [Server thread/DEBUG] [FML]: Building injected Mod Containers [net.minecraftforge.fml.common.FMLContainer, net.minecraftforge.common.ForgeModContainer]
[17:23:47] [Server thread/DEBUG] [FML]: Attempting to load mods contained in the minecraft jar file and associated classes
[17:23:47] [Server thread/DEBUG] [FML]: Minecraft is a file at C:\Users\Marvin\Documents\GitHub\MinecraftServer_Forge\forge-1.12.2-14.23.2.2611-universal.jar, loading
[17:23:47] [Server thread/DEBUG] [FML]: Minecraft jar mods loaded successfully
[17:23:47] [Server thread/INFO] [FML]: Found 0 mods from the command line. Injecting into mod discoverer
[17:23:47] [Server thread/INFO] [FML]: Searching C:\Users\Marvin\Documents\GitHub\MinecraftServer_Forge\mods for mods
[17:23:47] [Server thread/DEBUG] [FML]: Found a candidate zip or jar file BuildCraft-Mod-1.12.2.jar
[17:23:47] [Server thread/DEBUG] [FML]: Found a candidate zip or jar file CodeChickenLib-1.12.2.jar
[17:23:47] [Server thread/DEBUG] [FML]: Found a candidate zip or jar file EnderStorage-1.12.jar
[17:23:47] [Server thread/DEBUG] [FML]: Ignoring unknown file mod_list.json in mods directory
[17:23:47] [Server thread/DEBUG] [FML]: Found a candidate zip or jar file Tree-Chopper-Mod-1.12.2.jar
[17:23:47] [Server thread/DEBUG] [FML]: Examining file forge-1.12.2-14.23.2.2611-universal.jar for potential mods
[17:23:47] [Server thread/DEBUG] [FML]: The mod container forge-1.12.2-14.23.2.2611-universal.jar appears to be missing an mcmod.info file
[17:23:48] [Server thread/DEBUG] [FML]: Examining file BuildCraft-Mod-1.12.2.jar for potential mods
[17:23:48] [Server thread/TRACE] [FML]: Located mcmod.info file in file BuildCraft-Mod-1.12.2.jar
[17:23:48] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (buildcraft.builders.BCBuilders) - loading
[17:23:48] [Server thread/TRACE] [buildcraftbuilders]: Parsed dependency info : Requirements: [buildcraftcore@[7.99.14,7.99.14]] After:[buildcraftcore@[7.99.14,7.99.14]] Before:[]
[17:23:48] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (buildcraft.core.BCCore) - loading
[17:23:48] [Server thread/TRACE] [buildcraftcore]: Parsed dependency info : Requirements: [buildcraftlib@[7.99.14,7.99.14]] After:[buildcraftlib@[7.99.14,7.99.14]] Before:[]
[17:23:48] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (buildcraft.energy.BCEnergy) - loading
[17:23:48] [Server thread/TRACE] [buildcraftenergy]: Parsed dependency info : Requirements: [buildcraftcore@[7.99.14,7.99.14]] After:[buildcraftcore@[7.99.14,7.99.14]] Before:[]
[17:23:48] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (buildcraft.factory.BCFactory) - loading
[17:23:48] [Server thread/TRACE] [buildcraftfactory]: Parsed dependency info : Requirements: [buildcraftcore@[7.99.14,7.99.14]] After:[buildcraftcore@[7.99.14,7.99.14]] Before:[]
[17:23:48] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (buildcraft.lib.BCLib) - loading
[17:23:48] [Server thread/TRACE] [buildcraftlib]: Parsed dependency info : Requirements: [forge@[14.23.0.2544,)] After:[forge@[14.23.0.2544,)] Before:[]
[17:23:48] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (buildcraft.robotics.BCRobotics) - loading
[17:23:48] [Server thread/TRACE] [buildcraftrobotics]: Parsed dependency info : Requirements: [buildcraftcore@[7.99.14,7.99.14]] After:[buildcraftcore@[7.99.14,7.99.14]] Before:[]
[17:23:48] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (buildcraft.silicon.BCSilicon) - loading
[17:23:48] [Server thread/TRACE] [buildcraftsilicon]: Parsed dependency info : Requirements: [buildcraftcore@[7.99.14,7.99.14]] After:[buildcraftcore@[7.99.14,7.99.14]] Before:[]
[17:23:48] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (buildcraft.transport.BCTransport) - loading
[17:23:48] [Server thread/TRACE] [buildcrafttransport]: Parsed dependency info : Requirements: [buildcraftcore@[7.99.14,7.99.14]] After:[buildcraftcore@[7.99.14,7.99.14]] Before:[]
[17:23:48] [Server thread/DEBUG] [FML]: Examining file CodeChickenLib-1.12.2.jar for potential mods
[17:23:48] [Server thread/TRACE] [FML]: Located mcmod.info file in file CodeChickenLib-1.12.2.jar
[17:23:48] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (codechicken.lib.CodeChickenLib) - loading
[17:23:48] [Server thread/TRACE] [codechickenlib]: Parsed dependency info : Requirements: [] After:[] Before:[]
[17:23:48] [Server thread/DEBUG] [codechickenlib]: Attempting to load the file version.properties from CodeChickenLib-1.12.2.jar to locate a version number for codechickenlib
[17:23:48] [Server thread/WARN] [codechickenlib]: Mod codechickenlib is missing the required element 'version' and a version.properties file could not be found. Falling back to metadata version 3.1.5.331
[17:23:48] [Server thread/DEBUG] [FML]: Examining file EnderStorage-1.12.jar for potential mods
[17:23:48] [Server thread/TRACE] [FML]: Located mcmod.info file in file EnderStorage-1.12.jar
[17:23:48] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (codechicken.enderstorage.EnderStorage) - loading
[17:23:48] [Server thread/TRACE] [enderstorage]: Parsed dependency info : Requirements: [codechickenlib@[3.1.1,)] After:[codechickenlib@[3.1.1,)] Before:[]
[17:23:48] [Server thread/DEBUG] [enderstorage]: Attempting to load the file version.properties from EnderStorage-1.12.jar to locate a version number for enderstorage
[17:23:48] [Server thread/WARN] [enderstorage]: Mod enderstorage is missing the required element 'version' and no fallback can be found. Substituting '1.0'.
[17:23:48] [Server thread/DEBUG] [FML]: Examining file Tree-Chopper-Mod-1.12.2.jar for potential mods
[17:23:48] [Server thread/TRACE] [FML]: Located mcmod.info file in file Tree-Chopper-Mod-1.12.2.jar
[17:23:48] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (treechopper.core.TreeChopper) - loading
[17:23:48] [Server thread/TRACE] [treechopper]: Parsed dependency info : Requirements: [forge@[14.23.0.2486,)] After:[forge@[14.23.0.2486,)] Before:[]
[17:23:49] [Server thread/INFO] [FML]: Forge Mod Loader has identified 15 mods to load
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.core (owned by buildcraftlib providing BuildCraftAPI|core) embedded in buildcraftbuilders
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.core (owned by buildcraftlib providing BuildCraftAPI|core) embedded in buildcraftcore
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.core (owned by buildcraftlib providing BuildCraftAPI|core) embedded in buildcraftenergy
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.core (owned by buildcraftlib providing BuildCraftAPI|core) embedded in buildcraftfactory
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.core (owned by buildcraftlib providing BuildCraftAPI|core) embedded in buildcraftlib
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.core (owned by buildcraftlib providing BuildCraftAPI|core) embedded in buildcraftrobotics
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.core (owned by buildcraftlib providing BuildCraftAPI|core) embedded in buildcraftsilicon
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.core (owned by buildcraftlib providing BuildCraftAPI|core) embedded in buildcrafttransport
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 768 buildcrafttransport:pipe_emzuli_item_green net.minecraftforge.oredict.ShapelessOreRecipe@865c6f5
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 769 buildcrafttransport:pipe_diamond_wood_itemred_undo net.minecraftforge.oredict.ShapelessOreRecipe@4852f7b8
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 770 buildcrafttransport:pipe_emzuli_item_red net.minecraftforge.oredict.ShapelessOreRecipe@80527e
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 771 buildcrafttransport:pipe_diamond_wood_itemblack_undo net.minecraftforge.oredict.ShapelessOreRecipe@440d02ab
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 772 buildcrafttransport:pipe_emzuli_item_black net.minecraftforge.oredict.ShapelessOreRecipe@6b6152a7
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 773 buildcrafttransport:pipe_wood_item_undo net.minecraftforge.oredict.ShapelessOreRecipe@3f9d6bf4
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 774 buildcrafttransport:pipe_wood_fluid_colorless net.minecraft.item.crafting.ShapelessRecipes@46d2e7be
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 775 buildcrafttransport:pipe_wood_itemwhite_undo net.minecraftforge.oredict.ShapelessOreRecipe@71c8adb6
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 776 buildcrafttransport:pipe_wood_fluid_white net.minecraftforge.oredict.ShapelessOreRecipe@3a87a28e
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 777 buildcrafttransport:pipe_wood_itemorange_undo net.minecraftforge.oredict.ShapelessOreRecipe@30e93591
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 778 buildcrafttransport:pipe_wood_fluid_orange net.minecraftforge.oredict.ShapelessOreRecipe@3f679b36
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 779 buildcrafttransport:pipe_wood_itemmagenta_undo net.minecraftforge.oredict.ShapelessOreRecipe@4a709ed5
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 780 buildcrafttransport:pipe_wood_fluid_magenta net.minecraftforge.oredict.ShapelessOreRecipe@aaae74f
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 781 buildcrafttransport:pipe_wood_itemlight_blue_undo net.minecraftforge.oredict.ShapelessOreRecipe@6b3b50a
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 782 buildcrafttransport:pipe_wood_fluid_light_blue net.minecraftforge.oredict.ShapelessOreRecipe@6a5d4b86
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 783 buildcrafttransport:pipe_wood_itemyellow_undo net.minecraftforge.oredict.ShapelessOreRecipe@783ccc03
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 784 buildcrafttransport:pipe_wood_fluid_yellow net.minecraftforge.oredict.ShapelessOreRecipe@3a821483
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 785 buildcrafttransport:pipe_wood_itemlime_undo net.minecraftforge.oredict.ShapelessOreRecipe@427bda05
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 786 buildcrafttransport:pipe_wood_fluid_lime net.minecraftforge.oredict.ShapelessOreRecipe@10b1ac87
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 787 buildcrafttransport:pipe_wood_itempink_undo net.minecraftforge.oredict.ShapelessOreRecipe@286c5c56
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 788 buildcrafttransport:pipe_wood_fluid_pink net.minecraftforge.oredict.ShapelessOreRecipe@4f0f7289
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 789 buildcrafttransport:pipe_wood_itemgray_undo net.minecraftforge.oredict.ShapelessOreRecipe@719ef2fa
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 790 buildcrafttransport:pipe_wood_fluid_gray net.minecraftforge.oredict.ShapelessOreRecipe@65e5a75f
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 791 buildcrafttransport:pipe_wood_itemsilver_undo net.minecraftforge.oredict.ShapelessOreRecipe@5c694f4d
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 792 buildcrafttransport:pipe_wood_fluid_silver net.minecraftforge.oredict.ShapelessOreRecipe@33dda901
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 793 buildcrafttransport:pipe_wood_itemcyan_undo net.minecraftforge.oredict.ShapelessOreRecipe@15bb4cba
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 794 buildcrafttransport:pipe_wood_fluid_cyan net.minecraftforge.oredict.ShapelessOreRecipe@119c91e8
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 795 buildcrafttransport:pipe_wood_itempurple_undo net.minecraftforge.oredict.ShapelessOreRecipe@30d64a4f
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 796 buildcrafttransport:pipe_wood_fluid_purple net.minecraftforge.oredict.ShapelessOreRecipe@2d379515
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 797 buildcrafttransport:pipe_wood_itemblue_undo net.minecraftforge.oredict.ShapelessOreRecipe@3745a8ed
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 798 buildcrafttransport:pipe_wood_fluid_blue net.minecraftforge.oredict.ShapelessOreRecipe@4ec1b1a4
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 799 buildcrafttransport:pipe_wood_itembrown_undo net.minecraftforge.oredict.ShapelessOreRecipe@368c9084
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 800 buildcrafttransport:pipe_wood_fluid_brown net.minecraftforge.oredict.ShapelessOreRecipe@2054d52
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 801 buildcrafttransport:pipe_wood_itemgreen_undo net.minecraftforge.oredict.ShapelessOreRecipe@6071dc95
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 802 buildcrafttransport:pipe_wood_fluid_green net.minecraftforge.oredict.ShapelessOreRecipe@29f099c9
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 803 buildcrafttransport:pipe_wood_itemred_undo net.minecraftforge.oredict.ShapelessOreRecipe@304752d8
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 804 buildcrafttransport:pipe_wood_fluid_red net.minecraftforge.oredict.ShapelessOreRecipe@58ddf888
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 805 buildcrafttransport:pipe_wood_itemblack_undo net.minecraftforge.oredict.ShapelessOreRecipe@71ce81e
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 806 buildcrafttransport:pipe_wood_fluid_black net.minecraftforge.oredict.ShapelessOreRecipe@70536485
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 807 buildcrafttransport:pipe_cobble_item_undo net.minecraftforge.oredict.ShapelessOreRecipe@532d9fc5
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 808 buildcrafttransport:pipe_cobble_fluid_colorless net.minecraft.item.crafting.ShapelessRecipes@ebd3495
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 809 buildcrafttransport:pipe_cobble_itemwhite_undo net.minecraftforge.oredict.ShapelessOreRecipe@3fd68c9c
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 810 buildcrafttransport:pipe_cobble_fluid_white net.minecraftforge.oredict.ShapelessOreRecipe@1bba4f0c
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 811 buildcrafttransport:pipe_cobble_itemorange_undo net.minecraftforge.oredict.ShapelessOreRecipe@757debf4
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 812 buildcrafttransport:pipe_cobble_fluid_orange net.minecraftforge.oredict.ShapelessOreRecipe@14fdb38
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 813 buildcrafttransport:pipe_cobble_itemmagenta_undo net.minecraftforge.oredict.ShapelessOreRecipe@7bd2573c
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 814 buildcrafttransport:pipe_cobble_fluid_magenta net.minecraftforge.oredict.ShapelessOreRecipe@3f7609ee
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 815 buildcrafttransport:pipe_cobble_itemlight_blue_undo net.minecraftforge.oredict.ShapelessOreRecipe@19dc24a3
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 816 buildcrafttransport:pipe_cobble_fluid_light_blue net.minecraftforge.oredict.ShapelessOreRecipe@797f7f1e
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 817 buildcrafttransport:pipe_cobble_itemyellow_undo net.minecraftforge.oredict.ShapelessOreRecipe@6491c531
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 818 buildcrafttransport:pipe_cobble_fluid_yellow net.minecraftforge.oredict.ShapelessOreRecipe@48ec1261
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 819 buildcrafttransport:pipe_cobble_itemlime_undo net.minecraftforge.oredict.ShapelessOreRecipe@119eca63
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 820 buildcrafttransport:pipe_cobble_fluid_lime net.minecraftforge.oredict.ShapelessOreRecipe@8d08773
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 821 buildcrafttransport:pipe_cobble_itempink_undo net.minecraftforge.oredict.ShapelessOreRecipe@58557ce7
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 822 buildcrafttransport:pipe_cobble_fluid_pink net.minecraftforge.oredict.ShapelessOreRecipe@3c8625d2
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 823 buildcrafttransport:pipe_cobble_itemgray_undo net.minecraftforge.oredict.ShapelessOreRecipe@c82f58f
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 824 buildcrafttransport:pipe_cobble_fluid_gray net.minecraftforge.oredict.ShapelessOreRecipe@71fbf392
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 825 buildcrafttransport:pipe_cobble_itemsilver_undo net.minecraftforge.oredict.ShapelessOreRecipe@7b899509
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 826 buildcrafttransport:pipe_cobble_fluid_silver net.minecraftforge.oredict.ShapelessOreRecipe@63073727
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 827 buildcrafttransport:pipe_cobble_itemcyan_undo net.minecraftforge.oredict.ShapelessOreRecipe@158bcb7d
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 828 buildcrafttransport:pipe_cobble_fluid_cyan net.minecraftforge.oredict.ShapelessOreRecipe@621d44ff
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 829 buildcrafttransport:pipe_cobble_itempurple_undo net.minecraftforge.oredict.ShapelessOreRecipe@1d0e24f3
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 830 buildcrafttransport:pipe_cobble_fluid_purple net.minecraftforge.oredict.ShapelessOreRecipe@938489d
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 831 buildcrafttransport:pipe_cobble_itemblue_undo net.minecraftforge.oredict.ShapelessOreRecipe@24fecebc
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 832 buildcrafttransport:pipe_cobble_fluid_blue net.minecraftforge.oredict.ShapelessOreRecipe@73c8cbad
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 833 buildcrafttransport:pipe_cobble_itembrown_undo net.minecraftforge.oredict.ShapelessOreRecipe@25ca6ed3
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 834 buildcrafttransport:pipe_cobble_fluid_brown net.minecraftforge.oredict.ShapelessOreRecipe@216492f8
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 835 buildcrafttransport:pipe_cobble_itemgreen_undo net.minecraftforge.oredict.ShapelessOreRecipe@643fdbf5
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 836 buildcrafttransport:pipe_cobble_fluid_green net.minecraftforge.oredict.ShapelessOreRecipe@1bb86950
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 837 buildcrafttransport:pipe_cobble_itemred_undo net.minecraftforge.oredict.ShapelessOreRecipe@16705d62
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 838 buildcrafttransport:pipe_cobble_fluid_red net.minecraftforge.oredict.ShapelessOreRecipe@6c5b78e0
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 839 buildcrafttransport:pipe_cobble_itemblack_undo net.minecraftforge.oredict.ShapelessOreRecipe@5a5d0892
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 840 buildcrafttransport:pipe_cobble_fluid_black net.minecraftforge.oredict.ShapelessOreRecipe@36d3f81d
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 841 buildcrafttransport:pipe_stone_item_undo net.minecraftforge.oredict.ShapelessOreRecipe@69ee763d
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 842 buildcrafttransport:pipe_stone_fluid_colorless net.minecraft.item.crafting.ShapelessRecipes@4d3d90d
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 843 buildcrafttransport:pipe_stone_itemwhite_undo net.minecraftforge.oredict.ShapelessOreRecipe@1c27f65f
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 844 buildcrafttransport:pipe_stone_fluid_white net.minecraftforge.oredict.ShapelessOreRecipe@549c91d4
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 845 buildcrafttransport:pipe_stone_itemorange_undo net.minecraftforge.oredict.ShapelessOreRecipe@6ebfa1a8
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 846 buildcrafttransport:pipe_stone_fluid_orange net.minecraftforge.oredict.ShapelessOreRecipe@235e7110
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 847 buildcrafttransport:pipe_stone_itemmagenta_undo net.minecraftforge.oredict.ShapelessOreRecipe@37b23c9d
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 848 buildcrafttransport:pipe_stone_fluid_magenta net.minecraftforge.oredict.ShapelessOreRecipe@3a383b4f
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 849 buildcrafttransport:pipe_stone_itemlight_blue_undo net.minecraftforge.oredict.ShapelessOreRecipe@1dff269
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 850 buildcrafttransport:pipe_stone_fluid_light_blue net.minecraftforge.oredict.ShapelessOreRecipe@6bb9b4e7
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 851 buildcrafttransport:pipe_stone_itemyellow_undo net.minecraftforge.oredict.ShapelessOreRecipe@3bc1174b
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 852 buildcrafttransport:pipe_stone_fluid_yellow net.minecraftforge.oredict.ShapelessOreRecipe@40cbdceb
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 853 buildcrafttransport:pipe_stone_itemlime_undo net.minecraftforge.oredict.ShapelessOreRecipe@1c3432fd
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 854 buildcrafttransport:pipe_stone_fluid_lime net.minecraftforge.oredict.ShapelessOreRecipe@7d014f2e
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 855 buildcrafttransport:pipe_stone_itempink_undo net.minecraftforge.oredict.ShapelessOreRecipe@66426e77
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 856 buildcrafttransport:pipe_stone_fluid_pink net.minecraftforge.oredict.ShapelessOreRecipe@3b9caa19
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 857 buildcrafttransport:pipe_stone_itemgray_undo net.minecraftforge.oredict.ShapelessOreRecipe@6df2ed22
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 858 buildcrafttransport:pipe_stone_fluid_gray net.minecraftforge.oredict.ShapelessOreRecipe@6bc5cb4b
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 859 buildcrafttransport:pipe_stone_itemsilver_undo net.minecraftforge.oredict.ShapelessOreRecipe@6a7c1a48
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 860 buildcrafttransport:pipe_stone_fluid_silver net.minecraftforge.oredict.ShapelessOreRecipe@6e3c728d
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 861 buildcrafttransport:pipe_stone_itemcyan_undo net.minecraftforge.oredict.ShapelessOreRecipe@59a3c06b
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 862 buildcrafttransport:pipe_stone_fluid_cyan net.minecraftforge.oredict.ShapelessOreRecipe@348d8d14
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 863 buildcrafttransport:pipe_stone_itempurple_undo net.minecraftforge.oredict.ShapelessOreRecipe@748cc7e7
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 864 buildcrafttransport:pipe_stone_fluid_purple net.minecraftforge.oredict.ShapelessOreRecipe@24c3cb35
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 865 buildcrafttransport:pipe_stone_itemblue_undo net.minecraftforge.oredict.ShapelessOreRecipe@6dcb139e
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 866 buildcrafttransport:pipe_stone_fluid_blue net.minecraftforge.oredict.ShapelessOreRecipe@6ca24d2f
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 867 buildcrafttransport:pipe_stone_itembrown_undo net.minecraftforge.oredict.ShapelessOreRecipe@20f7448
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 868 buildcrafttransport:pipe_stone_fluid_brown net.minecraftforge.oredict.ShapelessOreRecipe@4066141c
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 869 buildcrafttransport:pipe_stone_itemgreen_undo net.minecraftforge.oredict.ShapelessOreRecipe@4de6717f
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 870 buildcrafttransport:pipe_stone_fluid_green net.minecraftforge.oredict.ShapelessOreRecipe@3447d99b
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 871 buildcrafttransport:pipe_stone_itemred_undo net.minecraftforge.oredict.ShapelessOreRecipe@241bff96
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 872 buildcrafttransport:pipe_stone_fluid_red net.minecraftforge.oredict.ShapelessOreRecipe@10091b93
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 873 buildcrafttransport:pipe_stone_itemblack_undo net.minecraftforge.oredict.ShapelessOreRecipe@73ca5d32
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 874 buildcrafttransport:pipe_stone_fluid_black net.minecraftforge.oredict.ShapelessOreRecipe@35bcecc8
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 875 buildcrafttransport:pipe_quartz_item_undo net.minecraftforge.oredict.ShapelessOreRecipe@43d5269c
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 876 buildcrafttransport:pipe_quartz_fluid_colorless net.minecraft.item.crafting.ShapelessRecipes@2d3390eb
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 877 buildcrafttransport:pipe_quartz_itemwhite_undo net.minecraftforge.oredict.ShapelessOreRecipe@7df2fd66
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 878 buildcrafttransport:pipe_quartz_fluid_white net.minecraftforge.oredict.ShapelessOreRecipe@6049c205
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 879 buildcrafttransport:pipe_quartz_itemorange_undo net.minecraftforge.oredict.ShapelessOreRecipe@20209389
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 880 buildcrafttransport:pipe_quartz_fluid_orange net.minecraftforge.oredict.ShapelessOreRecipe@4afc2be9
[17:23:59] [Server thread/TRACE] [FML]:   Registry: 881 buildcrafttransport:pipe_quartz_itemmagenta_undo net.minecraftforge.oredict.ShapelessOreRecipe@415a3ade
